Catégorie principale;Catégorie;Sous Catégories;Type;Produit;Site La Fourche;Quantité La Fourche;Site Biocoop Champollion;Quantité Biocoop Champollion;Site Biocoop Fontaine;Quantité Biocoop Fontaine;Site Satoriz;Quantité Satoriz;Site GreenWeez;Quantité GreenWeez;Code Elefan;Quantité Elefan;Date MAJ;Proportion;Elefan moins cher mais sans stock;
Maison;Linge;Tout;Prix bas;Lessive liquide;https://lafourche.fr/products/la-fourche-lessive-liquide-5l;5;https://www.biocoop.fr/lessive-liquide-lavande-lg1104-000.html;3;https://www.biocoop.fr/lessive-liquide-lavande-lg1103-000.html;1;https://satoriz-comboire.bio/collections/maison/products/lgase3606;5;https://www.greenweez.com/produit/lessive-liquide-lavande-ecologique-5l/2WEEZ0510;5;LESSIVE HYPOALLERGENIQUE VRAC;V;oct-24;;;
Maison;Linge;Tout;1,5LEQ;Lessive liquide;https://lafourche.fr/products/la-fourche-lessive-liquide-1-5l;1,5;https://www.biocoop.fr/lessive-liquide-lavande-lg1103-000.html;1;https://www.biocoop.fr/lessive-liquide-lavande-lg1103-000.html;1;https://satoriz-comboire.bio/products/lgase3601?_pos=3&_sid=4faeebba0&_ss=r;1,5;https://www.greenweez.com/produit/lessive-ecologique-savon-de-marseille-250g/1WRAP0007;1,5;LESSIVE HYPOALLERGENIQUE VRAC;V;oct-24;;;
Maison;Linge;Tout;Prix bas;Lessive poudre;https://lafourche.fr/products/la-fourche-lessive-en-poudre-blanc-et-couleurs-certifiee-ecodetergent-1kg;1;https://www.biocoop.fr/lessive-poudre-ultra-concentree-800g-se4057-000.html;0,8;https://www.biocoop.fr/lessive-poudre-ultra-concentree-800g-se4057-000.html;0,8;https://satoriz-comboire.bio/products/ecdo430;0,8;https://www.greenweez.com/produit/4-mois-de-lessive-en-poudre-ecologique-1kg/2WEEZ0229;1;LESSIVE POUDRE ACTIVE VRAC;V;;;;
Maison;Linge;Tout;Prix bas;Assouplissants;https://lafourche.fr/products/la-fourche-adoucissant-a-la-lavande-5l;5;https://www.biocoop.fr/assouplissant-lavande-lg1030-000.html;1;https://www.biocoop.fr/assouplissant-lavande-lg1030-000.html;1;https://satoriz-comboire.bio/collections/maison/products/lgase3619;1,5;https://www.greenweez.com/produit/assouplissant-concentre-lavande-1-5l/1LERU0042;1,5;ASSOUPLISSANT CONCENTRE;;oct-24;;;
Maison;Linge;Tout;1,5LEQ;Assouplissants;https://lafourche.fr/products/la-fourche-adoucissant-a-la-lavande-1-5l;1,5;https://www.biocoop.fr/assouplissant-lavande-lg1030-000.html;1;https://www.biocoop.fr/assouplissant-lavande-lg1030-000.html;1;https://satoriz-comboire.bio/collections/maison/products/lgase3619;1,5;https://www.greenweez.com/produit/assouplissant-concentre-lavande-1-5l/1LERU0042;1,5;;;oct-24;;;
Maison;Vaisselle;Tout;Prix bas;Liquide vaisselle;https://lafourche.fr/products/la-fourche-liquide-vaisselle-certifie-ecodetergent-5l;5;https://www.biocoop.fr/liquide-vaisselle-citron-lg1002-000.html;1;https://www.biocoop.fr/vaisselle-liquide-sans-parfum-1l-lg1122-000.html;1;https://satoriz-comboire.bio/collections/maison/products/lgase3608;5;https://www.greenweez.com/produit/liquide-vaisselle-verveine-1l/2WEEZ0589;1;LIQUIDE VAISSELLE VRAC;V;;;;
Maison;Vaisselle;Tout;Prix bas;Liquide vaisselle;https://lafourche.fr/products/la-fourche-liquide-vaisselle-certifie-ecodetergent-1l;1;https://www.biocoop.fr/liquide-vaisselle-citron-lg1002-000.html;1;https://www.biocoop.fr/vaisselle-liquide-sans-parfum-1l-lg1122-000.html;1;https://satoriz-comboire.bio/products/lgase3600?_pos=1&_sid=622e2e5cf&_ss=r;1;https://www.greenweez.com/produit/liquide-vaisselle-verveine-1l/2WEEZ0589;1;LIQUIDE VAISSELLE VRAC;V;;;;
Maison;Vaisselle;Tout;Prix bas;Savon solide vaisselle;https://lafourche.fr/products/la-fourche-savon-vaisselle-200g;0,2;https://www.biocoop.fr/savon-solide-vaisselle-aloe-vera-200g-cm0103-000.html;0,2;https://www.biocoop.fr/savon-solide-vaisselle-aloe-vera-200g-cm0103-000.html;0,2;https://satoriz-comboire.bio/collections/maison/products/lc6;0,2;https://www.greenweez.com/produit/savon-vaisselle-ecologique-solide-romarin-200g/1WRAP0009;0,2;;;;;;
Santé;Aromathérapie;Huille essentielle;Prix bas;HE Tea Tree;https://lafourche.fr/products/la-fourche-huile-essentielle-de-tea-tree-0-03l;0,03;https://www.biocoop.fr/he-tea-tree-50ml-he1055-000.html;0,05;https://www.biocoop.fr/he-tea-tree-50ml-he1055-000.html;0,05;https://satoriz-comboire.bio/products/c7339635;0,01;https://www.greenweez.com/produit/huile-essentielle-de-tea-tree-bio-30ml/2WEEZ0447;0,03;;;oct-24;;;
Santé;Aromathérapie;Huille essentielle;10ml;HE Tea Tree;;;https://www.biocoop.fr/he-tea-tree-10ml-he1144-000.html;0,01;https://www.biocoop.fr/magasin-biocoop_fontaine/he-tea-tree-10ml-he1144-000.html;0,01;https://satoriz-comboire.bio/products/c7339635;0,01;https://www.greenweez.com/produit/huile-essentielle-tea-tree-bio-10ml-3/2WEEZ0319;0,01;;;oct-24;;;
Santé;Aromathérapie;Huille essentielle;Prix bas;HE Citron;https://lafourche.fr/products/la-fourche-huile-essentielle-de-citron-0-01l;0,01;https://www.biocoop.fr/he-citron-zeste-10ml-he1139-000.html;0,01;https://www.biocoop.fr/he-citron-zeste-50ml-he1036-000.html;0,05;https://satoriz-comboire.bio/collections/bien-etre-sante/products/c7339641;0,01;https://www.greenweez.com/produit/huile-essentielle-citron-bio-10ml-2/2WEEZ0315;0,01;;;oct-24;;;
Santé;Aromathérapie;Huille essentielle;10ml;HE Citron;https://lafourche.fr/products/la-fourche-huile-essentielle-de-citron-0-01l;0,01;https://www.biocoop.fr/he-citron-zeste-10ml-he1139-000.html;0,01;https://www.biocoop.fr/he-citron-zeste-10ml-he1139-000.html;0,01;https://satoriz-comboire.bio/collections/bien-etre-sante/products/c7339641;0,01;https://www.greenweez.com/produit/huile-essentielle-citron-bio-10ml-2/2WEEZ0315;0,01;;;oct-24;;;
Santé;Aromathérapie;Huille essentielle;Prix bas;HE Lavandin;https://lafourche.fr/products/la-fourche-huile-essentielle-de-lavandin-super-0-01l;0,01;https://www.biocoop.fr/he-lavandin-super-50ml-he1051-000.html;0,05;https://www.biocoop.fr/he-lavandin-super-50ml-he1051-000.html;0,05;https://satoriz-comboire.bio/products/c7339718;0,01;https://www.greenweez.com/produit/huile-essentielle-de-lavandin-diy-10ml/1ADIY0017;0,01;;;oct-24;;;
Santé;Aromathérapie;Huille essentielle;10ml;HE Lavandin;https://lafourche.fr/products/la-fourche-huile-essentielle-de-lavandin-super-0-01l;0,01;https://www.biocoop.fr/he-lavandin-super-10ml-he1142-000.html;0,01;https://www.biocoop.fr/he-lavandin-super-10ml-he1142-000.html;0,01;https://satoriz-comboire.bio/products/c7339718;0,01;https://www.greenweez.com/produit/huile-essentielle-de-lavandin-diy-10ml/1ADIY0017;0,01;;;oct-24;;;
Santé;Aromathérapie;Huille essentielle;Prix bas;HE Menthe poivrée;https://lafourche.fr/products/la-fourche-huile-essentielle-de-menthe-poivree-0-01l;0,01;https://www.biocoop.fr/he-menthe-poivree-10ml-he1015-000.html;0,01;https://www.biocoop.fr/he-menthe-poivree-10ml-he1015-000.html;0,01;https://satoriz-comboire.bio/products/c7339724;0,01;https://www.greenweez.com/produit/huile-essentielle-menthe-poivree-france-bio-10ml/2WEEZ0317;0,01;;;;;;
Frais;Légumes;Condiment;Prix bas;Ail;https://lafourche.fr/products/la-fourche-ail-bio-origine-france-0-3kg;;;;https://www.biocoop.fr/ail-sec-blanc.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu105;;https://www.greenweez.com/produit/ail-blanc-violet-sec-espagne-1/1VRAC0299;;;;;;;
Frais;Légumes;Tout;Prix bas;Betterave;;;;;https://www.biocoop.fr/betterave-rouge.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu210-1;;https://www.greenweez.com/produit/betterave-rouge-france-2/1VRAC0023;;;;;;;
Frais;Légumes;Tout;Prix bas;Blettes;;;https://www.biocoop.fr/blette-pied.html;;;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu222;;;;;;;;;
Frais;Légumes;Tout;Prix bas;Brocolis;;;;;https://www.biocoop.fr/chou-brocoli.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu230;;https://www.greenweez.com/produit/brocoli-france/1VRAC0033;;;;;;;
Frais;Légumes;Tout;Prix bas;Carottes;https://lafourche.fr/products/la-fourche-carottes-bio-origine-france-2-kg-2;;https://www.biocoop.fr/carotte-lavee.html;;https://www.biocoop.fr/carotte-lavee.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu250;;https://www.greenweez.com/produit/carottes-lavees-france-2/1VRAC0034;;;;;;;
Frais;Légumes;Tout;Prix bas;Celeri rave;;;;;;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu300;;https://www.greenweez.com/produit/celeri-rave/1VRAC0422;;;;;;;
Frais;Légumes;Tout;Prix bas;Celeri branche;https://lafourche.fr/products/la-fourche-celeri-branche-bio-0-5kg;;https://www.biocoop.fr/celeri-branche.html;;https://www.biocoop.fr/celeri-branche.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu301;;https://www.greenweez.com/produit/celeri-branche/1VRAC0040;;;;;;;
Frais;Légumes;Tout;Prix bas;Champignon de paris;https://lafourche.fr/products/la-fourche-champignons-de-paris-bio-origine-france-0-5-kg-2;;;;https://www.biocoop.fr/champignon-blond.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu321;;https://www.greenweez.com/produit/champignons-blancs/1VRAC0150;;;;;;;
Frais;Légumes;Tout;Prix bas;Champignon pleurotes;https://lafourche.fr/products/la-fourche-champignons-pleurotes-bio-origine-france-0-25-kg;;;;;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu325;;https://www.greenweez.com/produit/champignon-pleurote-ile-de-france-1/1VRAC0311;;;;;;;
Frais;Légumes;Tout;Prix bas;Chou de bruxelles;https://lafourche.fr/products/la-fourche-choux-de-bruxelles-origine-france-0-25kg;;;;;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu338;;;;;;;;;
Frais;Légumes;Tout;Prix bas;Chou rouge;;;https://www.biocoop.fr/chou-rouge-fel1980-000-france.html;;;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu343;;;;;;;;;
Frais;Légumes;Tout;Prix bas;Courge butternut;;;https://www.biocoop.fr/courge-butternut-fel4759-000-france.html;;https://www.biocoop.fr/courge-butternut-fel4759-000-france.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu401;;https://www.greenweez.com/produit/courge-butternut-france-2-5kg/1VRAC0036;;;;;;;
Frais;Légumes;Tout;Prix bas;Echalotte;https://lafourche.fr/products/la-fourche-echalotes-bio-origine-france-0-5kg;;https://www.biocoop.fr/echalote-vrac.html;;https://www.biocoop.fr/echalote-vrac.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu420;;https://www.greenweez.com/produit/echalote-nouvelle/1VRAC0053;;;;;;;
Frais;Légumes;Tout;Prix bas;Endives;https://lafourche.fr/products/la-fourche-endives-bio-origine-france-0-5kg;;;;;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu422;;https://www.greenweez.com/produit/endive-france-4/1VRAC0047;;;;;;;
Frais;Légumes;Tout;Prix bas;Epinards;;;;;;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu440;;https://www.greenweez.com/produit/epinards/1VRAC0083;;;;;;;
Frais;Légumes;Tout;Prix bas;Fenouil;;;https://www.biocoop.fr/fenouil-fel4515-000-france.html;;https://www.biocoop.fr/fenouil-fel4515-000-france.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu460;;;;;;;;;
Frais;Légumes;Condiment;Prix bas;Oignon jaune;https://lafourche.fr/products/la-fourche-oignons-jaunes-bio-origine-france-1kg;;;;https://www.biocoop.fr/oignon-vrac-jaune.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu608;;https://www.greenweez.com/produit/oignon-jaune-cal-40-80-france/1VRAC0533;;;;;;;
Frais;Légumes;Condiment;Prix bas;Oignon rouge;https://lafourche.fr/products/la-fourche-oignons-rouges-bio-origine-france-1kg;;https://www.biocoop.fr/oignon-vrac-rouge.html;;https://www.biocoop.fr/oignon-vrac-rouge.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/oignon-rouge;;;;;;;;;
Frais;Légumes;Tout;Prix bas;Panais;https://lafourche.fr/products/la-fourche-panais-bio-origine-france-0-5kg;;;;;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu620;;https://www.greenweez.com/produit/panais-1/1VRAC0031;;;;;;;
Frais;Légumes;Tout;Prix bas;Patate douce;;;https://www.biocoop.fr/patate-douce-fel4074-000-france.html;;https://www.biocoop.fr/patate-douce-fel4074-000-france.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu631;;https://www.greenweez.com/produit/patate-douce-france-2/1VRAC0048;;;;;;;
Frais;Légumes;Tout;Prix bas;Poireau;https://lafourche.fr/products/la-fourche-poireaux-bio-origine-france-0-5kg;;;;https://www.biocoop.fr/poireau.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu710;;https://www.greenweez.com/produit/poireau-france-2/1VRAC0024;;;;;;;
Frais;Légumes;Tout;Prix bas;Pomme de terre;https://lafourche.fr/products/la-fourche-pommes-de-terre-allians-bio-origine-france-2-kg;;;;;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/lgu761;;https://www.greenweez.com/produit/pomme-de-terre-charlotte/1VRAC0032;;;;;;;
Frais;Fruits;Tout;Prix bas;Pommes;https://lafourche.fr/products/la-fourche-pommes-candine-bio-origine-france-1-kg;;;;https://www.biocoop.fr/pomme-bicolore-fel4194-000-france.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/fru716;;https://www.greenweez.com/produit/pomme-regal-you-candine/1VRAC0415;;;;;;;
Frais;Fruits;Tout;Prix bas;Banane;;;https://www.biocoop.fr/banane-cavendish-fel4011-000-dominicaine-republique-.html;;;.,ja;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/fru140;;https://www.greenweez.com/produit/bananes-jaunes/1VRAC0018;;;;;;;
Frais;Fruits;Tout;Prix bas;Clémentines;https://lafourche.fr/products/la-fourche-clementines-bio-origine-espagne-1kg;;;;;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/fru210;;https://www.greenweez.com/produit/clementines-espagne-1/1VRAC0019;;;;;;;
Frais;Fruits;Tout;Prix bas;Kiwi;https://lafourche.fr/products/la-fourche-kiwis-bio-origine-france-0-5kg;;;;https://www.biocoop.fr/kiwi-vert-fel4030-000-italie.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/fru300;;https://www.greenweez.com/produit/kiwi-hayward-italie-1/1VRAC0014;;;;;;;
Frais;Fruits;Tout;Prix bas;Poires;https://lafourche.fr/products/la-fourche-poires-conference-bio-origine-france-0-5kg;;;;;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/fru604;;https://www.greenweez.com/produit/poire-conference-france-1/1VRAC0015;;;;;;;
Frais;Fruits;Tout;Prix bas;Oranges;https://lafourche.fr/products/la-fourche-oranges-bio-origine-espagne-kg-1;;;;https://www.biocoop.fr/orange-blonde-navel.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/fru450;;https://www.greenweez.com/produit/orange-de-table-espagne-1/1VRAC0009;;;;;;;
Frais;Fruits;Tout;Prix bas;Citron;https://lafourche.fr/products/la-fourche-citron-bio-origine-italie-kg-0-5-2;;https://www.biocoop.fr/citron-jaune.html;;https://www.biocoop.fr/citron-jaune.html;;https://satoriz-comboire.bio/collections/fruits-et-legumes/products/fru202;;https://www.greenweez.com/produit/citron-jaune-espagne-1/1VRAC0011;;;;;;;
Frais;Crèmerie;Crème;50cl;Crème fraiche épaisse 30%;https://lafourche.fr/products/ose-bio-creme-fraiche-epaisse-bio-0-49kg;0,5;https://www.biocoop.fr/creme-fraiche-epaisse-30-mg-50cl-yo1016-000.html;0,5;https://www.biocoop.fr/creme-fraiche-epaisse-30-mg-50cl-yo1016-000.html;0,5;https://satoriz-comboire.bio/collections/produits-frais/products/y96;0,5;https://www.greenweez.com/produit/creme-fraiche-epaisse-30-50cl/1YOGM0005;0,5;CREME FRAICHE POT 50 CL;0,5;nov-24;;;
Frais;Crèmerie;Crème;20cl;Crème fraiche épaisse 30%;https://lafourche.fr/products/ose-bio-creme-fraiche-epaisse-bio-0-196kg;0,2;https://www.biocoop.fr/creme-fraiche-epaisse-30-mg-20cl-yo1014-000.html;0,2;https://www.biocoop.fr/creme-fraiche-epaisse-30-mg-20cl-yo1014-000.html;0,2;https://satoriz-comboire.bio/collections/produits-frais/products/y93;0,2;https://www.greenweez.com/produit/creme-fraiche-epaisse-30-20cl/1YOGM0003;0,2;;;nov-24;;;
Frais;Crèmerie;Beurre;Prix bas;Margarine cuisine;https://lafourche.fr/products/vitaquell-margarine-megarine-bio-0-25kg;0,25;https://www.biocoop.fr/margarine-cuisine-patisserie-500g-el0024-000.html;0,5;https://www.biocoop.fr/margarine-cuisine-patisserie-500g-el0024-000.html;0,5;https://satoriz-comboire.bio/collections/produits-frais/products/bt637;0,5;https://www.greenweez.com/produit/megarine-250g/1VIFR0015;0,25;;;nov-24;;;
Frais;Crèmerie;Beurre;Prix bas;Beurre doux;https://lafourche.fr/products/ose-bio-beurre-moule-doux-bio-0-25kg;0,25;https://www.biocoop.fr/beurre-de-baratte-doux-250g-gl6001-000.html;0,25;https://www.biocoop.fr/beurre-de-baratte-doux-250g-gl6001-000.html;0,25;https://satoriz-comboire.bio/collections/produits-frais/products/fob;0,25;https://www.greenweez.com/produit/beurre-moule-doux-250g/1NATA0064;0,25;BEURRE DE SAVOIE;;nov-24;;;
Frais;Crèmerie;Beurre;Prix bas;Beurre demi-sel;https://lafourche.fr/products/natur-avenir-beurre-moule-demi-sel-bio-0-25kg;0,25;https://www.biocoop.fr/beurre-de-baratte-demi-sel-250g-gl6002-000.html;0,25;https://www.biocoop.fr/beurre-de-baratte-demi-sel-250g-gl6002-000.html;0,25;https://satoriz-comboire.bio/collections/produits-frais/products/re17178;0,25;https://www.greenweez.com/produit/beurre-de-baratte-moule-demi-sel-250g-1/1TANT0024;0,25;BEURRE 1/2 SEL;;nov-24;;;
Frais;Crèmerie;Fromage;Prix bas;Emmental rapé;https://lafourche.fr/products/valmartin-fromage-rape-emmental-bio-1kg;1;https://www.biocoop.fr/emmental-rape-29-lpast-200g-fs3003-000.html;0,2;https://www.biocoop.fr/emmental-rape-29-400g-fs3001-000.html;0,4;https://satoriz-comboire.bio/collections/produits-frais/products/val3;0,5;https://www.greenweez.com/produit/emmental-rape-lait-pasteurise-200g/1BTER0565;0,2;EMMENTAL RAPE SACHET 1 KG LAIT CRU;1;nov-24;;;
Frais;Crèmerie;Fromage;200gEQ;Emmental rapé;https://lafourche.fr/products/valmartin-fromage-emmental-rape-bio-0-2kg;0,2;https://www.biocoop.fr/emmental-rape-29-lpast-200g-fs3003-000.html;0,2;https://www.biocoop.fr/emmental-rape-29-lpast-200g-fs3003-000.html;0,2;https://satoriz-comboire.bio/collections/produits-frais/products/val2;0,2;https://www.greenweez.com/produit/emmental-rape-lait-pasteurise-200g/1BTER0565;0,2;EMMENTAL RAPE SACHET 150 G LAIT CRU;0,15;nov-24;;;
Frais;Crèmerie;Fromage;Prix bas;Parmigiano rapé;https://lafourche.fr/products/philia-fromage-rape-parmesan-reggiano-aop-12-mois-bio-0-06kg;0,06;https://www.biocoop.fr/parmigiano-reggiano-dop-rape-90g-to3005-000.html;0,09;https://www.biocoop.fr/parmigiano-reggiano-dop-rape-90g-to3005-000.html;0,09;https://satoriz-comboire.bio/collections/produits-frais/products/bt3014729;0,05;https://www.greenweez.com/produit/parmesan-reggiano-rape-aop-50g/1BTER0357;0,05;PARMESAN RAPE DOP;;nov-24;;;
Frais;Crèmerie;Fromage;Prix bas;Feta;https://lafourche.fr/products/oma-feta-greco-aop-bio-0-18kg;0,18;https://www.biocoop.fr/feta-nature-aop-150g-or1010-000.html;0,15;https://www.biocoop.fr/feta-nature-aop-150g-or1010-000.html;0,15;https://satoriz-comboire.bio/products/re16386;0,15;https://www.greenweez.com/produit/feta-originale-180g/1BVER0050;0,18;FETA  AOP 24% MG;;nov-24;;;
Frais;Crèmerie;Fromage;Prix bas;Mozza di bufala;https://lafourche.fr/collections/mozzarella-bio;0,125;https://www.biocoop.fr/mozzarella-di-bufala-campana-125g-to3000-000.html;0,125;https://www.biocoop.fr/mozzarella-di-bufala-campana-125g-to3000-000.html;0,125;https://satoriz-comboire.bio/collections/produits-frais/products/vi13415;0,125;https://www.greenweez.com/produit/mozzarella-di-bufala-aop-125g/1BTER0362;0,125;MOZZARELLA DI BUFALA CAMPANA DOP;;nov-24;;;
Frais;Crèmerie;Fromage;Prix bas;Ricotta;https://lafourche.fr/products/ambrosi-ricotta-bio-0-25kg;0,25;https://www.biocoop.fr/ricotta-7-mg-250g-aa0042-000.html;0,25;https://www.biocoop.fr/ricotta-7-mg-250g-aa0042-000.html;0,25;https://satoriz-comboire.bio/products/re13922?_pos=2&_sid=93ba7eabd&_ss=r;0,25;https://www.greenweez.com/produit/ricotta-250g-3/1ZUGE0001;0,25;RICOTTA 9%;;nov-24;;;
Frais;Crèmerie;Desserts;Prix bas;Yaourt nature;https://lafourche.fr/products/yogourmand-yaourt-nature-entier-bio-12x125g-1-5kg;1,5;https://www.biocoop.fr/yaourt-au-lait-entier-nature-12x125g-yo1006-000.html;1,5;https://www.biocoop.fr/yaourt-au-lait-entier-nature-12x125g-yo1006-000.html;1,5;https://satoriz-comboire.bio/collections/produits-frais/products/y91;1,5;https://www.greenweez.com/produit/yaourt-nature-origine-france-4x125g/1BTER0411;0,5;YAOURT NATURE DE VACHE PAR 4;;nov-24;;;
Frais;Crèmerie;Desserts;500g;Yaourt nature;https://lafourche.fr/products/yogourmand-yaourt-nature-entier-bio-4x125g-0-5kg;0,5;https://www.biocoop.fr/yaourt-au-lait-entier-nature-4x125g-yo1005-000.html;0,5;https://www.biocoop.fr/yaourt-au-lait-entier-nature-4x125g-yo1005-000.html;0,5;https://satoriz-comboire.bio/collections/produits-frais/products/y92;0,5;https://www.greenweez.com/produit/yaourt-nature-origine-france-4x125g/1BTER0411;0,5;YAOURT NATURE DE VACHE PAR 4;;nov-24;;;
Frais;Crèmerie;Desserts;Prix bas;Fromage blanc nature à partager;https://lafourche.fr/products/tante-helene-fromage-blanc-nature-bio-et-equitable-0-4kg;0,4;https://www.biocoop.fr/fromage-blanc-nature-3-5-400g-th1004-000.html;0,4;https://www.biocoop.fr/fromage-blanc-3-6-mg-1kg-bc6500-000.html;1;https://satoriz-comboire.bio/collections/produits-frais/products/re16521;1;https://www.greenweez.com/produit/fromage-blanc-nature-3-6-mg-400g/1TANT0001;0,4;FROMAGE BLANC VACHE - NATURE STE LUCE;;nov-24;;;
Frais;Crèmerie;Desserts;500gEQ;Fromage blanc nature à partager;https://lafourche.fr/products/tante-helene-fromage-blanc-nature-bio-et-equitable-0-4kg;0,4;https://www.biocoop.fr/fromage-blanc-nature-3-5-400g-th1004-000.html;0,4;https://www.biocoop.fr/fromage-blanc-nature-3-5-400g-th1004-000.html;0,4;https://satoriz-comboire.bio/collections/produits-frais/products/gb204;0,5;https://www.greenweez.com/produit/fromage-blanc-nature-3-6-mg-400g/1TANT0001;0,4;FROMAGE BLANC VACHE - NATURE STE LUCE;;nov-24;;;
Frais;Crèmerie;Desserts;Prix bas;Yaourt soja nature à partager;https://lafourche.fr/products/sojade-dessert-vegetal-soja-nature-bio-0-4kg;0,4;https://www.biocoop.fr/sojade-nature-400g-al9206-000.html;0,4;https://www.biocoop.fr/sojade-nature-400g-al9206-000.html;0,4;https://satoriz-comboire.bio/collections/produits-frais/products/fr18102;0,4;https://www.greenweez.com/produit/dessert-nature-au-soja-400g/1SOJA0006;0,4;;;nov-24;;;
Frais;Crèmerie;Desserts;Prix bas;Yaourt soja nature;;;https://www.biocoop.fr/sojade-nature-4x100g-al9229-000.html;0,4;https://www.biocoop.fr/sojade-nature-4x100g-al9229-000.html;0,4;https://satoriz-comboire.bio/collections/produits-frais/products/fr18451;0,4;https://www.greenweez.com/produit/dessert-nature-au-soja-4x100g/1SOJA0014;0,4;YAOURT VEGETAL - DOUCEUR NATURE;;nov-24;;;
Frais;Crèmerie;Desserts;Prix bas;Dessert chocolat soja;https://lafourche.fr/products/sojade-dessert-vegetal-soja-chocolat-bio-0-4kg;0,4;https://www.biocoop.fr/sojade-dessert-chocolat-4x100g-al9230-000.html;0,4;https://www.biocoop.fr/sojade-dessert-chocolat-4x100g-al9230-000.html;0,4;https://satoriz-comboire.bio/collections/produits-frais/products/fr18491;0,4;https://www.greenweez.com/produit/dessert-chocolat-au-soja-4x100-g/1SOJA0016;0,4;;;nov-24;;;
Frais;Crèmerie;Œuf;Prix bas;Œuf moyen;https://lafourche.fr/products/bonneterre-oeufs-plein-air-bio-12unite-f;12U;;;https://www.biocoop.fr/oeufs-6-calibre-53-63-moyen-na6311-000.html;6U;https://satoriz-comboire.bio/collections/produits-frais/products/va693;18U;;;OEUF BIO // UNITE;V;nov-24;;;
Frais;Crèmerie;Œuf;6;Œuf moyen;;;;;https://www.biocoop.fr/oeufs-6-calibre-53-63-moyen-na6311-000.html;6U;https://satoriz-comboire.bio/collections/produits-frais/products/valoeuf;6U;;;OEUF BIO // UNITE;V;nov-24;;;
